ProjectName,FileName,WorkingTime,WorkingTime(min),LineCount,CompileCount,RunCount,Time/Compile,Time/Run,BEWorkingTime(min),DebugCount,StepCount,DebugPlayCount,DebugPlayAverageSpeed,NDWorkingTime(min),NDWorkingTime/WorkingTime,NDWorkingTime/DebugCount,
ia13005(Root),"NewClass.java",00:00,0,1,0,0,,,0,0,0,0,500,0,,,
ia13005(Root),"Star.java",00:32,32,35,39,37,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13005(Root),"TriForce.java",00:03,3,35,3,2,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13006(Root),"Confetti.java",00:16,16,51,9,9,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13006(Root),"House.java",00:28,28,36,44,19,00:00,00:01,27,0,0,0,500,0,0.0%,,
ia13006(Root),"MyFavorite.java",00:26,26,41,44,24,00:00,00:01,25,0,0,0,500,0,0.0%,,
ia13006(Root),"Pentagon.java",00:13,13,27,20,11,00:00,00:01,7,0,0,0,500,0,0.0%,,
ia13006(Root),"Star.java",00:06,6,27,3,4,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13006(Root),"Ster.java",00:00,0,17,0,0,,,0,0,0,0,500,0,,,
ia13006(Root),"TriForce.java",00:08,8,35,14,9,00:00,00:00,7,0,0,0,500,0,0.0%,,
ia13007(Root),"Confetti.java",00:14,14,63,10,6,00:01,00:02,12,0,0,0,500,0,0.0%,,
ia13007(Root),"MyFavorite.java",00:06,6,32,6,4,00:01,00:01,4,0,0,0,500,0,0.0%,,
ia13007(Root),"Pentagon.java",00:16,16,27,2,5,00:08,00:03,13,0,0,0,500,0,0.0%,,
ia13007(Root),"Star.java",00:18,18,26,9,10,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13007(Root),"TriForce.java",00:06,6,30,3,2,00:02,00:03,6,0,0,0,500,0,0.0%,,
ia13008(Root),"Conetti.java",00:13,13,49,20,11,00:00,00:01,12,0,0,0,500,0,0.0%,,
ia13008(Root),"G.java",00:16,16,46,20,9,00:00,00:01,16,0,0,0,500,0,0.0%,,
ia13008(Root),"Pentagon.java",00:24,24,33,22,12,00:01,00:02,22,0,0,0,500,0,0.0%,,
ia13008(Root),"Star.java",00:18,18,27,8,3,00:02,00:06,1,0,0,0,500,0,0.0%,,
ia13008(Root),"TriForc.java",00:10,10,35,14,7,00:00,00:01,9,0,0,0,500,0,0.0%,,
ia13009(Root),"Confetti.java",00:03,3,49,12,6,00:00,00:00,3,0,0,0,500,0,0.0%,,
ia13009(Root),"MyFavorite.java",01:16,76,156,209,99,00:00,00:00,74,0,0,0,500,0,0.0%,,
ia13009(Root),"Pentagon.java",00:18,18,28,29,14,00:00,00:01,14,0,0,0,500,0,0.0%,,
ia13009(Root),"Star.java",00:06,6,27,1,1,00:06,00:06,0,0,0,0,500,0,0.0%,,
ia13009(Root),"TriForce.java",00:03,3,31,5,3,00:00,00:01,3,0,0,0,500,0,0.0%,,
ia13010(Root),"Confetti.java",00:24,24,49,48,21,00:00,00:01,24,0,0,0,500,0,0.0%,,
ia13010(Root),"FavoritejavaMy.java",00:30,30,47,68,29,00:00,00:01,30,0,0,0,500,0,0.0%,,
ia13010(Root),"Pentagon.java",00:20,20,27,5,5,00:04,00:04,17,0,0,0,500,0,0.0%,,
ia13010(Root),"Star.java",00:10,10,27,8,4,00:01,00:02,9,0,0,0,500,0,0.0%,,
ia13010(Root),"TriForce.java",00:18,18,34,40,14,00:00,00:01,14,0,0,0,500,0,0.0%,,
ia13011(Root),"Confetti.java",00:11,11,48,12,12,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13011(Root),"Curve.java",00:00,0,18,0,0,,,0,0,0,0,500,0,,,
ia13011(Root),"House.java",00:00,0,35,0,0,,,0,0,0,0,500,0,,,
ia13011(Root),"MyFavorite.java",00:07,7,31,3,2,00:02,00:03,0,0,0,0,500,0,0.0%,,
ia13011(Root),"Pentagon.java",00:36,36,35,38,8,00:00,00:04,17,0,0,0,500,0,0.0%,,
ia13011(Root),"Star.java",00:09,9,29,8,8,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13011(Root),"TriForce.java",00:09,9,31,10,9,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13012(Root),"Confetti.java",00:12,12,49,14,8,00:00,00:01,10,0,0,0,500,0,0.0%,,
ia13012(Root),"MyFavorite.java",00:08,8,34,6,4,00:01,00:02,5,0,0,0,500,0,0.0%,,
ia13012(Root),"Pentagon.java",00:21,21,27,18,9,00:01,00:02,11,0,0,0,500,0,0.0%,,
ia13012(Root),"Star.java",00:06,6,27,8,10,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13012(Root),"TriForce.java",00:05,5,31,12,7,00:00,00:00,5,0,0,0,500,0,0.0%,,
ia13013(Root),"ÇbÇèÇéÇÜÇÖÇîÇîÇâ.java",00:16,16,51,7,6,00:02,00:02,0,0,0,0,500,0,0.0%,,
ia13013(Root),"ÇlÇôÇeÇÅÇñÇèÇíÇâÇîÇÖ.java",00:08,8,30,4,4,00:02,00:02,0,0,0,0,500,0,0.0%,,
ia13013(Root),"ÇoÇÖÇéÇîÇÅÇáÇèÇé.java",00:19,19,29,6,3,00:03,00:06,8,0,0,0,500,0,0.0%,,
ia13013(Root),"ÇrÇîÇÅÇí.java",00:05,5,29,3,3,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13013(Root),"ÇsÇíÇâÇeÇèÇíÇÉÇÖ.java",00:09,9,31,11,7,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13014(Root),"Confetti.java",00:19,19,52,6,4,00:03,00:04,0,0,0,0,500,0,0.0%,,
ia13014(Root),"MyFavorite.java",00:14,14,41,3,4,00:04,00:03,0,0,0,0,500,0,0.0%,,
ia13014(Root),"Pentagon.java",00:21,21,28,8,10,00:02,00:02,5,0,0,0,500,0,0.0%,,
ia13014(Root),"Star.java",00:08,8,28,2,2,00:04,00:04,0,0,0,0,500,0,0.0%,,
ia13014(Root),"TriForce.java",00:15,15,34,9,9,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13015(Root),"Pentagon.java",00:23,23,27,10,4,00:02,00:05,13,0,0,0,500,0,0.0%,,
ia13015(Root),"Star.java",00:08,8,27,2,3,00:04,00:02,1,0,0,0,500,0,0.0%,,
ia13015(Root),"ÇbÇèÇéÇÜÇÖÇîÇîÇâ.java",00:14,14,48,21,11,00:00,00:01,12,0,0,0,500,0,0.0%,,
ia13015(Root),"ÇlÇôÇeÇÅÇñÇèÇíÇâÇîÇÖ.java",00:11,11,30,27,15,00:00,00:00,7,0,0,0,500,0,0.0%,,
ia13015(Root),"ÇsÇíÇâÇeÇèÇíÇÉÇÖ.java",00:10,10,33,29,14,00:00,00:00,9,0,0,0,500,0,0.0%,,
ia13016(Root),"Confetti.java",00:31,31,56,49,33,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13016(Root),"Curve.java",00:09,9,179,14,8,00:00,00:01,6,0,0,0,500,0,0.0%,,
ia13016(Root),"Housejava.java",00:02,2,35,1,1,00:02,00:02,0,0,0,0,500,0,0.0%,,
ia13016(Root),"MyFavorite.java",00:11,11,47,13,8,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13016(Root),"Pentagon.java",00:11,11,35,4,3,00:02,00:03,8,0,0,0,500,0,0.0%,,
ia13016(Root),"Star.java",00:09,9,27,4,6,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13016(Root),"TryForce.java",00:19,19,43,38,30,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13017(Root),"Confetti.java",00:17,17,48,40,29,00:00,00:00,5,0,0,0,500,0,0.0%,,
ia13017(Root),"MyFavorite.java",00:11,11,29,54,24,00:00,00:00,10,0,0,0,500,0,0.0%,,
ia13017(Root),"Pentagon.java",00:31,31,28,78,41,00:00,00:00,20,0,0,0,500,0,0.0%,,
ia13017(Root),"Star.java",00:12,12,27,17,18,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13017(Root),"TriForce.java",00:06,6,31,30,13,00:00,00:00,5,0,0,0,500,0,0.0%,,
ia13018(Root),"Confettijava.java",00:43,43,51,55,20,00:00,00:02,34,0,0,0,500,0,0.0%,,
ia13018(Root),"Free.java",00:10,10,29,26,11,00:00,00:00,9,0,0,0,500,0,0.0%,,
ia13018(Root),"House.java",00:00,0,35,0,0,,,0,0,0,0,500,0,,,
ia13018(Root),"Pentagon.java",00:28,28,35,6,5,00:04,00:05,22,0,0,0,500,0,0.0%,,
ia13018(Root),"Star.java",00:13,13,33,4,5,00:03,00:02,0,0,0,0,500,0,0.0%,,
ia13018(Root),"TriForce.java",00:18,18,33,54,19,00:00,00:00,16,0,0,0,500,0,0.0%,,
ia13019(Root),"Confetti.java",00:10,10,48,5,6,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13019(Root),"MyFavorite.java",00:30,30,52,17,17,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13019(Root),"Pentagon.java",00:38,38,34,33,15,00:01,00:02,28,0,0,0,500,0,0.0%,,
ia13019(Root),"Star.java",00:04,4,26,1,1,00:04,00:04,0,0,0,0,500,0,0.0%,,
ia13019(Root),"TriForce.java",00:06,6,31,3,4,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13020(Root),"Confetti.java",00:10,10,49,4,6,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13020(Root),"MyFavorite.java",00:15,15,38,2,3,00:07,00:05,0,0,0,0,500,0,0.0%,,
ia13020(Root),"Pentagon.java",00:22,22,29,8,3,00:02,00:07,1,0,0,0,500,0,0.0%,,
ia13020(Root),"Star.java",00:04,4,26,4,4,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13020(Root),"TriForce.java",00:06,6,30,3,4,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13021(Root),"Confetti.java",00:15,15,58,10,12,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13021(Root),"MyFavorite.java",00:01,1,32,1,1,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13021(Root),"NewClass.java",00:01,1,18,1,1,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13021(Root),"NewClass2.java",00:22,22,27,68,13,00:00,00:01,21,0,0,0,500,0,0.0%,,
ia13021(Root),"Star.java",00:11,11,41,11,9,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13021(Root),"TryForce.java",00:12,12,38,12,12,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13022(Root),"Confetti.java",00:33,33,50,22,19,00:01,00:01,16,0,0,0,500,0,0.0%,,
ia13022(Root),"MyFavorite.java",00:07,7,36,2,3,00:03,00:02,0,0,0,0,500,0,0.0%,,
ia13022(Root),"Pentagon.java",00:20,20,31,14,12,00:01,00:01,18,0,0,0,500,0,0.0%,,
ia13022(Root),"Star.java",00:07,7,27,4,5,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13022(Root),"TriForce.java",00:09,9,39,11,9,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13023(Root),"Circle.java",00:11,11,304,9,8,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13023(Root),"Confetti.java",00:08,8,62,6,6,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13023(Root),"House.java",00:00,0,29,0,0,,,0,0,0,0,500,0,,,
ia13023(Root),"MyFavorite.java",00:17,17,32,2,4,00:08,00:04,0,0,0,0,500,0,0.0%,,
ia13023(Root),"Pentagon.java",00:28,28,29,19,18,00:01,00:01,2,0,0,0,500,0,0.0%,,
ia13023(Root),"Star.java",00:04,4,27,3,3,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13023(Root),"TriForce.java",00:35,35,39,64,65,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13024(Root),"Confetti.java",00:16,16,54,52,25,00:00,00:00,15,0,0,0,500,0,0.0%,,
ia13024(Root),"MyFavorite.java",00:11,11,37,24,14,00:00,00:00,11,0,0,0,500,0,0.0%,,
ia13024(Root),"Pentagon.java",00:38,38,35,41,7,00:00,00:05,28,0,0,0,500,0,0.0%,,
ia13024(Root),"Star.java",00:28,28,29,18,2,00:01,00:14,2,0,0,0,500,0,0.0%,,
ia13024(Root),"TriForce.java",00:09,9,31,22,12,00:00,00:00,8,0,0,0,500,0,0.0%,,
ia13025(Root),"Confetti.java",00:29,29,50,42,23,00:00,00:01,28,0,0,0,500,0,0.0%,,
ia13025(Root),"MyFavorite.java",00:07,7,31,8,6,00:00,00:01,6,0,0,0,500,0,0.0%,,
ia13025(Root),"Pentagon.java",00:23,23,35,7,11,00:03,00:02,20,0,0,0,500,0,0.0%,,
ia13025(Root),"Star.java",00:26,26,29,18,19,00:01,00:01,4,0,0,0,500,0,0.0%,,
ia13025(Root),"TriForce.java",00:13,13,33,27,11,00:00,00:01,12,0,0,0,500,0,0.0%,,
ia13026(Root),"Confetti.java",00:18,18,24,7,9,00:02,00:02,0,0,0,0,500,0,0.0%,,
ia13026(Root),"MyFavorite.java",00:04,4,23,4,5,00:01,00:00,0,0,0,0,500,0,0.0%,,
ia13026(Root),"Pentagon.java",00:30,30,27,8,9,00:03,00:03,19,0,0,0,500,0,0.0%,,
ia13026(Root),"Star.java",00:09,9,27,10,5,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13026(Root),"TriForce.java",00:09,9,31,6,6,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13027(Root),"Confetti.java",00:05,5,49,12,5,00:00,00:01,5,0,0,0,500,0,0.0%,,
ia13027(Root),"MyFavorite.java",00:21,21,54,33,17,00:00,00:01,21,0,0,0,500,0,0.0%,,
ia13027(Root),"Pentagon.java",00:11,11,27,16,4,00:00,00:02,5,0,0,0,500,0,0.0%,,
ia13027(Root),"Star.java",00:05,5,26,2,3,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13027(Root),"TriForce.java",00:08,8,31,18,9,00:00,00:00,7,0,0,0,500,0,0.0%,,
ia13028(Root),"COnfettijava.java",00:12,12,50,11,11,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13028(Root),"Crossjava.java",00:05,5,42,3,3,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13028(Root),"Pentagon.java",00:05,5,27,5,3,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13028(Root),"Starjava.java",00:03,3,28,2,1,00:01,00:03,0,0,0,0,500,0,0.0%,,
ia13028(Root),"TriForcejava.java",00:04,4,31,4,4,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13029(Root),"Confetti.java",00:22,22,46,19,19,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13029(Root),"MyFavorite.java",00:35,35,38,33,27,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13029(Root),"MyFavorite2.java",00:10,10,29,6,7,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13029(Root),"Pentagon.java",00:44,44,35,32,23,00:01,00:01,29,0,0,0,500,0,0.0%,,
ia13029(Root),"Star.java",00:29,29,26,26,23,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13029(Root),"Triforce.java",00:13,13,31,8,10,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13030(Root),"MyFavorite.java",00:28,28,318,76,38,00:00,00:00,26,0,0,0,500,0,0.0%,,
ia13030(Root),"Pentagon.java",00:35,35,31,44,25,00:00,00:01,27,0,0,0,500,0,0.0%,,
ia13030(Root),"ÇbÇèÇéÇÜÇÖÇîÇîÇâ.java",00:10,10,49,25,13,00:00,00:00,9,0,0,0,500,0,0.0%,,
ia13030(Root),"ÇrÇîÇÅÇí.java",00:08,8,28,12,11,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13030(Root),"ÇsÇíÇâÇeÇèÇíÇÉÇÖ.java",00:09,9,31,31,18,00:00,00:00,7,0,0,0,500,0,0.0%,,
ia13031(Root),"Confetti.java",00:32,32,51,41,11,00:00,00:02,30,0,0,0,500,0,0.0%,,
ia13031(Root),"MyFavorite.java",00:08,8,28,12,5,00:00,00:01,7,0,0,0,500,0,0.0%,,
ia13031(Root),"Pentagon.java",00:45,45,29,33,8,00:01,00:05,29,0,0,0,500,0,0.0%,,
ia13031(Root),"Star.java",00:21,21,27,15,6,00:01,00:03,0,0,0,0,500,0,0.0%,,
ia13031(Root),"TriForce.java",00:12,12,33,8,3,00:01,00:04,9,0,0,0,500,0,0.0%,,
ia13032(Root),"Confetti.java",00:11,11,48,21,8,00:00,00:01,6,0,0,0,500,0,0.0%,,
ia13032(Root),"MyFavorite.java",00:17,17,50,40,22,00:00,00:00,16,0,0,0,500,0,0.0%,,
ia13032(Root),"Pentagon.java",00:33,33,29,20,13,00:01,00:02,15,0,0,0,500,0,0.0%,,
ia13032(Root),"Star.java",00:05,5,31,2,4,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13032(Root),"TriForce.java",00:06,6,31,12,8,00:00,00:00,4,0,0,0,500,0,0.0%,,
ia13033(Root),"Confetti.java",00:07,7,50,7,8,00:01,00:00,0,0,0,0,500,0,0.0%,,
ia13033(Root),"MyFavorite.java",00:08,8,37,19,8,00:00,00:01,7,0,0,0,500,0,0.0%,,
ia13033(Root),"Pentagon.java",00:19,19,29,21,10,00:00,00:01,8,0,0,0,500,0,0.0%,,
ia13033(Root),"Star.java",00:09,9,29,13,7,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13033(Root),"TriForce.java",00:08,8,35,7,7,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13034(Root),"Confetti.java",00:10,10,48,3,5,00:03,00:02,0,0,0,0,500,0,0.0%,,
ia13034(Root),"MyFavorite.java",00:19,19,56,5,8,00:03,00:02,0,0,0,0,500,0,0.0%,,
ia13034(Root),"Pentagon.java",00:35,35,29,15,12,00:02,00:02,20,0,0,0,500,0,0.0%,,
ia13034(Root),"Star.java",00:13,13,26,6,3,00:02,00:04,0,0,0,0,500,0,0.0%,,
ia13034(Root),"TriForce.java",00:05,5,31,1,2,00:05,00:02,0,0,0,0,500,0,0.0%,,
ia13035(Root),"Confetti.java",00:15,15,49,2,3,00:07,00:05,0,0,0,0,500,0,0.0%,,
ia13035(Root),"MyFavorite.java",00:22,22,43,5,5,00:04,00:04,7,0,0,0,500,0,0.0%,,
ia13035(Root),"Pentagon.java",00:16,16,27,5,5,00:03,00:03,0,0,0,0,500,0,0.0%,,
ia13035(Root),"Star.java",00:10,10,28,4,4,00:02,00:02,0,0,0,0,500,0,0.0%,,
ia13035(Root),"TriForce.java",00:15,15,37,5,5,00:03,00:03,0,0,0,0,500,0,0.0%,,
ia13036(Root),"Confetti.java",00:22,22,62,32,26,00:00,00:00,1,0,0,0,500,0,0.0%,,
ia13036(Root),"MyFavorite.java",00:34,34,182,48,52,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13036(Root),"Pentagon.java",00:25,25,29,16,8,00:01,00:03,13,0,0,0,500,0,0.0%,,
ia13036(Root),"Star.java",00:06,6,29,5,5,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13036(Root),"TriForce.java",00:10,10,37,14,15,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13037(Root),"Confetti.java",00:10,10,48,30,18,00:00,00:00,9,0,0,0,500,0,0.0%,,
ia13037(Root),"MyFavorite.java",00:06,6,37,4,5,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13037(Root),"NewClass.java",00:05,5,25,6,3,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13037(Root),"Pentagon.java",00:52,52,27,34,20,00:01,00:02,22,0,0,0,500,0,0.0%,,
ia13037(Root),"Star.java",00:04,4,13,3,0,00:01,,0,0,0,0,500,0,0.0%,,
ia13037(Root),"TriForce.java",00:06,6,33,6,7,00:01,00:00,0,0,0,0,500,0,0.0%,,
ia13038(Root),"Confetti.java",00:24,24,49,16,19,00:01,00:01,23,0,0,0,500,0,0.0%,,
ia13038(Root),"MyFavorite.java",00:23,23,31,22,19,00:01,00:01,22,0,0,0,500,0,0.0%,,
ia13038(Root),"Pentagon.java",00:49,49,35,4,4,00:12,00:12,33,0,0,0,500,0,0.0%,,
ia13038(Root),"Star.java",00:13,13,29,10,7,00:01,00:01,7,0,0,0,500,0,0.0%,,
ia13038(Root),"TriForce.java",00:17,17,33,13,11,00:01,00:01,14,0,0,0,500,0,0.0%,,
ia13039(Root),"Confetti.java",00:28,28,49,15,13,00:01,00:02,0,0,0,0,500,0,0.0%,,
ia13039(Root),"Myfavorite.java",00:10,10,33,6,6,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13039(Root),"Pentagon.java",00:18,18,28,15,12,00:01,00:01,12,0,0,0,500,0,0.0%,,
ia13039(Root),"Star.java",00:28,28,28,18,9,00:01,00:03,0,0,0,0,500,0,0.0%,,
ia13039(Root),"Triforce.java",00:07,7,32,5,4,00:01,00:01,0,0,0,0,500,0,0.0%,,
ia13040(Root),"Confetti.java",00:07,7,53,1,2,00:07,00:03,0,0,0,0,500,0,0.0%,,
ia13040(Root),"MyFavorite.java",00:10,10,42,4,5,00:02,00:02,0,0,0,0,500,0,0.0%,,
ia13040(Root),"Pentagon.java",00:40,40,42,23,4,00:01,00:10,5,0,0,0,500,0,0.0%,,
ia13040(Root),"Star.java",00:04,4,31,1,2,00:04,00:02,0,0,0,0,500,0,0.0%,,
ia13040(Root),"TriForce.java",00:05,5,34,1,2,00:05,00:02,0,0,0,0,500,0,0.0%,,
ia13041(Root),"Confetti.java",00:11,11,48,42,24,00:00,00:00,10,0,0,0,500,0,0.0%,,
ia13041(Root),"Pentagon.java",00:36,36,33,56,40,00:00,00:00,16,0,0,0,500,0,0.0%,,
ia13041(Root),"Star.java",00:14,14,27,17,17,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13041(Root),"TriForce.java",00:26,26,31,72,44,00:00,00:00,16,0,0,0,500,0,0.0%,,
ia13041(Root),"ÇlÇôÇeÇÅÇñÇèÇíÇâÇîÇÖ.java",00:24,24,40,57,30,00:00,00:00,19,0,0,0,500,0,0.0%,,
ia13041(Root),"ÇrÇîÇÅÇí.java",00:02,2,19,2,0,00:01,,0,0,0,0,500,0,0.0%,,
ia13043(Root),"Confetti.java",00:21,21,51,9,11,00:02,00:01,0,0,0,0,500,0,0.0%,,
ia13043(Root),"MyFavorite.java",00:23,23,48,37,37,00:00,00:00,0,0,0,0,500,0,0.0%,,
ia13043(Root),"Pentagon.java",00:28,28,27,7,6,00:04,00:04,12,0,0,0,500,0,0.0%,,
ia13043(Root),"Star.java",00:11,11,26,4,3,00:02,00:03,0,0,0,0,500,0,0.0%,,
ia13043(Root),"TriForce.java",00:16,16,31,17,12,00:00,00:01,0,0,0,0,500,0,0.0%,,
ia13044(Root),"Confetti.java",00:00,0,48,1,1,00:00,00:00,0,0,0,0,500,0,,,
ia13044(Root),"MyFavorite.java",00:17,17,41,3,4,00:05,00:04,0,0,0,0,500,0,0.0%,,
ia13044(Root),"Pentagon.java",00:34,34,35,28,17,00:01,00:02,11,0,0,0,500,0,0.0%,,
ia13044(Root),"Star.java",00:24,24,48,13,10,00:01,00:02,0,0,0,0,500,0,0.0%,,
ia13044(Root),"TriForce.java",00:11,11,26,4,3,00:02,00:03,0,0,0,0,500,0,0.0%,,
ia13045(Root),"Confetti.java",00:08,8,48,8,4,00:01,00:02,8,0,0,0,500,0,0.0%,,
ia13045(Root),"MyFavorite.java",00:03,3,26,4,2,00:00,00:01,3,0,0,0,500,0,0.0%,,
ia13045(Root),"Pentagon.java",00:18,18,26,17,8,00:01,00:02,17,0,0,0,500,0,0.0%,,
ia13045(Root),"Star.java",00:04,4,26,8,4,00:00,00:01,4,0,0,0,500,0,0.0%,,
ia13045(Root),"Triforce.java",00:11,11,36,12,7,00:00,00:01,11,0,0,0,500,0,0.0%,,
ia13046(Root),"Cinfetti.java",00:09,9,51,12,13,00:00,00:00,8,0,0,0,500,0,0.0%,,
ia13046(Root),"MyFovarite.java",00:22,22,49,25,23,00:00,00:00,22,0,0,0,500,0,0.0%,,
ia13046(Root),"Pentagon.java",00:22,22,32,19,18,00:01,00:01,21,0,0,0,500,0,0.0%,,
ia13046(Root),"Star.java",00:03,3,27,3,4,00:01,00:00,2,0,0,0,500,0,0.0%,,
ia13046(Root),"TriForce.java",00:12,12,31,13,9,00:00,00:01,9,0,0,0,500,0,0.0%,,
ia13046(Root),"TruForce.java",00:07,7,23,7,8,00:01,00:00,7,0,0,0,500,0,0.0%,,
ia13048(Root),"Cofetti.java",00:08,8,49,3,4,00:02,00:02,6,0,0,0,500,0,0.0%,,
ia13048(Root),"Confetti.java",00:05,5,18,1,0,00:05,,4,0,0,0,500,0,0.0%,,
ia13048(Root),"MyFavorite.java",00:12,12,785,3,4,00:04,00:03,5,0,0,0,500,0,0.0%,,
